Ua_suc_ref,Ua_dis_ref,Ua_amb,A_tot,A_dis,V_IC,alpha_loss,W_dot_loss_ref,alpha_fric_tot,f_ref,T_ref,m_dot_ref,m_dot_ref_definition,oil,refrigerant,model,error_sum_sq,n_train_rows,n_validation_rows,n_total_rows,n_train_operating_points,n_validation_operating_points,use_Tdis,Tdis_norm_K,seed,population,elite_frac,random_keep_prob,mutation_prob_param,generations,n_jobs,log_uniform_params,op_rows_csv,split_csv
47.626428949450116,5.46818876849137,2.562271726024352,2.5781281216316257e-09,2.08329141164269e-05,3.0056977929439784e-05,0.21566500599543115,49.47720139955294,772.7557289140489,50.0,273.15,0.01588806183458139,"rho_sat(T=273.15K,Q=1)*V_h_geo*f_ref",LPG68,PROPANE,modified,0.06464461951844276,40,21,61,40,21,True,50.0,1,80,0.2,0.1,0.3,250,20,"A_dis,A_tot",results\split_template\operating_points_rows_2026-03-12_112331.csv,results\split_template\operating_points_split_template_2026-03-12_112331.csv
