Ua_suc_ref,Ua_dis_ref,Ua_amb,A_tot,A_dis,V_IC,alpha_loss,W_dot_loss_ref,f_ref,T_ref,m_dot_ref,m_dot_ref_definition,oil,refrigerant,model,error_sum_sq,n_train_rows,n_validation_rows,n_total_rows,n_train_operating_points,n_validation_operating_points,use_Tdis,Tdis_norm_K,seed,population,elite_frac,random_keep_prob,mutation_prob_param,generations,n_jobs,log_uniform_params,op_rows_csv,split_csv
43.100785993572,5.245827169933944,1.1243804632129288,7.58718407157612e-09,7.031904839961282e-05,2.991538213986332e-05,0.19833167680495228,97.85964761744424,50.0,273.15,0.01588806183458139,"rho_sat(T=273.15K,Q=1)*V_h_geo*f_ref",all,PROPANE,original,0.16665093952060347,80,42,122,40,21,True,50.0,1,80,0.2,0.1,0.3,250,40,"A_dis,A_tot",results\split_template\operating_points_rows_2026-03-12_112331.csv,results\split_template\operating_points_split_template_2026-03-12_112331.csv
