Ua_suc_ref,Ua_dis_ref,Ua_amb,A_tot,A_dis,V_IC,alpha_loss,W_dot_loss_ref,alpha_fric_tot,m_dot_oil_ref,Ua_suc_oil_ref,f_ref,T_ref,m_dot_ref,m_dot_ref_definition,oil,refrigerant,model,error_sum_sq,n_train_rows,n_validation_rows,n_total_rows,n_train_operating_points,n_validation_operating_points,use_Tdis,Tdis_norm_K,seed,population,elite_frac,random_keep_prob,mutation_prob_param,generations,n_jobs,log_uniform_params,op_rows_csv,split_csv
30.7464,10.4535021827792,0.9360396887134246,2.62872e-07,7.053140320936303e-05,2.81943e-05,0.281808,44.853042375117404,1133.6919781394024,6.237588098083747e-05,3.7123442750676805,50.0,273.15,0.01588806183458139,"rho_sat(T=273.15K,Q=1)*V_h_geo*f_ref",all,PROPANE,oil_path,0.37986525233105023,80,42,122,40,21,True,50.0,1,80,0.2,0.1,0.3,250,30,"A_dis,A_tot,m_dot_oil_ref",results\split_template\operating_points_rows_2026-03-12_112331.csv,results\split_template\operating_points_split_template_2026-03-12_112331.csv
