Ua_suc_ref,Ua_dis_ref,Ua_amb,A_tot,A_dis,V_IC,alpha_loss,W_dot_loss_ref
16.05,13.96,0.36,9.47e-09,8.61e-05,30.7e-6,0.16,83.0

