param,p_base,p_plus,p_minus,g_base,g_plus,g_minus,g_plus_norm,g_minus_norm
Ua_suc_ref,16.049960857805193,16.852458900695453,15.247462814914932,0.00458426569661337,0.0046102182244524255,0.004706927598979191,1.0056612180786615,1.0267571538134097
Ua_dis_ref,13.95997659631916,14.657975426135119,13.261977766503202,0.00458426569661337,0.004589698739628992,0.004573511498796614,1.0011851501145834,0.9976541067799145
Ua_amb,0.3600019216845608,0.37800201776878883,0.34200182560033277,0.00458426569661337,0.004583208319928259,0.004580247879501984,0.9997693465529514,0.9991235636463318
A_tot,8.510994227636072e-09,8.936543939017876e-09,8.085444516254268e-09,0.00458426569661337,0.004572058604077409,0.0045855099815657495,0.9973371760399973,1.0002714251386648
A_dis,4.984796593356619e-08,5.23403642302445e-08,4.735556763688787e-08,0.00458426569661337,0.004571334359358031,0.004576523851819268,0.9971791911483464,0.9983112137676005
V_IC,2.8604014178432848e-05,3.003421488735449e-05,2.7173813469511206e-05,0.00458426569661337,0.001068032845479435,0.012727538481476928,0.2329779546304319,2.776352708107518
alpha_loss,0.15999616221491,0.16799597032565552,0.15199635410416448,0.00458426569661337,0.004162497877696237,0.005034468404400854,0.9079966461741704,1.0982060677940355
W_dot_loss_ref,82.99955282849608,87.14953046992089,78.84957518707127,0.00458426569661337,0.004345109247561572,0.004834998194610588,0.947831023575166,1.0546941461491743
