gen,best_err_so_far,Ua_suc_ref,Ua_dis_ref,Ua_amb,A_tot,A_dis,V_IC,alpha_loss,W_dot_loss_ref,alpha_fric_tot
10,0.07729909658819194,49.513644412796964,5.46818876849137,2.4738205510571003,2.5781281216316257e-09,1.8427801928614424e-05,2.975382206034135e-05,0.20739441591435853,54.34118456716455,898.3497098119512
20,0.07108576022539018,48.11589087253526,5.46818876849137,2.8256395492491517,2.5781281216316257e-09,5.655151053795426e-06,2.9876932626878767e-05,0.22878063053659617,49.23360161614055,645.872202469344
30,0.068296759032804,48.11589087253526,5.46818876849137,2.8256395492491517,2.5781281216316257e-09,2.525126372288246e-05,2.9876932626878767e-05,0.2150408044253903,49.23360161614055,898.3497098119512
40,0.06724939056409285,50.97318451793838,5.46818876849137,2.8256395492491517,2.5781281216316257e-09,2.525126372288246e-05,2.9876932626878767e-05,0.22682936740697524,49.23360161614055,885.704039819624
50,0.06684356392745548,47.626428949450116,5.46818876849137,2.8256395492491517,2.5781281216316257e-09,1.8427801928614424e-05,2.9876932626878767e-05,0.20739441591435853,54.34118456716455,898.3497098119512
60,0.06684356392745548,47.626428949450116,5.46818876849137,2.8256395492491517,2.5781281216316257e-09,1.8427801928614424e-05,2.9876932626878767e-05,0.20739441591435853,54.34118456716455,898.3497098119512
70,0.06684356392745548,47.626428949450116,5.46818876849137,2.8256395492491517,2.5781281216316257e-09,1.8427801928614424e-05,2.9876932626878767e-05,0.20739441591435853,54.34118456716455,898.3497098119512
80,0.06581459403017115,42.91557562896281,6.146897275719346,2.8256395492491517,2.5781281216316257e-09,2.08329141164269e-05,3.0056977929439784e-05,0.22878063053659617,50.58033094599088,645.872202469344
90,0.06581459403017115,42.91557562896281,6.146897275719346,2.8256395492491517,2.5781281216316257e-09,2.08329141164269e-05,3.0056977929439784e-05,0.22878063053659617,50.58033094599088,645.872202469344
100,0.06558354778103195,42.91557562896281,6.146897275719346,2.8256395492491517,2.5781281216316257e-09,2.08329141164269e-05,2.9876932626878767e-05,0.22682936740697524,49.23360161614055,885.704039819624
110,0.06558354778103195,42.91557562896281,6.146897275719346,2.8256395492491517,2.5781281216316257e-09,2.08329141164269e-05,2.9876932626878767e-05,0.22682936740697524,49.23360161614055,885.704039819624
120,0.06558354778103195,42.91557562896281,6.146897275719346,2.8256395492491517,2.5781281216316257e-09,2.08329141164269e-05,2.9876932626878767e-05,0.22682936740697524,49.23360161614055,885.704039819624
130,0.06558354778103195,42.91557562896281,6.146897275719346,2.8256395492491517,2.5781281216316257e-09,2.08329141164269e-05,2.9876932626878767e-05,0.22682936740697524,49.23360161614055,885.704039819624
140,0.06464461951844276,47.626428949450116,5.46818876849137,2.562271726024352,2.5781281216316257e-09,2.08329141164269e-05,3.0056977929439784e-05,0.21566500599543115,49.47720139955294,772.7557289140489
150,0.06464461951844276,47.626428949450116,5.46818876849137,2.562271726024352,2.5781281216316257e-09,2.08329141164269e-05,3.0056977929439784e-05,0.21566500599543115,49.47720139955294,772.7557289140489
160,0.06464461951844276,47.626428949450116,5.46818876849137,2.562271726024352,2.5781281216316257e-09,2.08329141164269e-05,3.0056977929439784e-05,0.21566500599543115,49.47720139955294,772.7557289140489
170,0.06464461951844276,47.626428949450116,5.46818876849137,2.562271726024352,2.5781281216316257e-09,2.08329141164269e-05,3.0056977929439784e-05,0.21566500599543115,49.47720139955294,772.7557289140489
180,0.06464461951844276,47.626428949450116,5.46818876849137,2.562271726024352,2.5781281216316257e-09,2.08329141164269e-05,3.0056977929439784e-05,0.21566500599543115,49.47720139955294,772.7557289140489
190,0.06464461951844276,47.626428949450116,5.46818876849137,2.562271726024352,2.5781281216316257e-09,2.08329141164269e-05,3.0056977929439784e-05,0.21566500599543115,49.47720139955294,772.7557289140489
200,0.06464461951844276,47.626428949450116,5.46818876849137,2.562271726024352,2.5781281216316257e-09,2.08329141164269e-05,3.0056977929439784e-05,0.21566500599543115,49.47720139955294,772.7557289140489
210,0.06464461951844276,47.626428949450116,5.46818876849137,2.562271726024352,2.5781281216316257e-09,2.08329141164269e-05,3.0056977929439784e-05,0.21566500599543115,49.47720139955294,772.7557289140489
220,0.06464461951844276,47.626428949450116,5.46818876849137,2.562271726024352,2.5781281216316257e-09,2.08329141164269e-05,3.0056977929439784e-05,0.21566500599543115,49.47720139955294,772.7557289140489
230,0.06464461951844276,47.626428949450116,5.46818876849137,2.562271726024352,2.5781281216316257e-09,2.08329141164269e-05,3.0056977929439784e-05,0.21566500599543115,49.47720139955294,772.7557289140489
240,0.06464461951844276,47.626428949450116,5.46818876849137,2.562271726024352,2.5781281216316257e-09,2.08329141164269e-05,3.0056977929439784e-05,0.21566500599543115,49.47720139955294,772.7557289140489
250,0.06464461951844276,47.626428949450116,5.46818876849137,2.562271726024352,2.5781281216316257e-09,2.08329141164269e-05,3.0056977929439784e-05,0.21566500599543115,49.47720139955294,772.7557289140489
