Ua_suc_ref,Ua_dis_ref,Ua_amb,A_tot,A_dis,V_IC,alpha_loss,W_dot_loss_ref,f_ref,T_ref,m_dot_ref,m_dot_ref_definition,oil,refrigerant,model,error_sum_sq,n_train,n_points_total,use_Tdis,Tdis_norm_K,seed,population,elite_frac,random_keep_prob,mutation_prob_param,generations,n_jobs,log_uniform_params
29.59338860768271,5.011991728166704,1.2461481343840366,1.252329768808776e-07,0.0004333824839328524,3.077024821887051e-05,0.15663421131389327,96.80464799102263,50.0,273.15,0.01588806183458139,"rho_sat(T=273.15K,Q=1)*V_h_geo*f_ref",LPG68,PROPANE,original,0.0785208177338472,40,61,True,50.0,1,80,0.2,0.1,0.3,250,40,"A_tot,A_dis"
