gen,best_err_so_far,Ua_suc_ref,Ua_dis_ref,Ua_amb,A_tot,A_dis,V_IC,alpha_loss,W_dot_loss_ref,alpha_fric_tot,m_dot_oil_ref,Ua_suc_oil_ref
130,0.2177039992197956,37.308076171132996,11.375547771676784,2.7241332122767856,2.854296175487843e-07,0.00031302439371115137,2.7980462420749912e-05,0.2922620360004817,57.13292046900621,970.8311213266165,0.00021669212166294997,27.393225637680484
140,0.2177039992197956,37.308076171132996,11.375547771676784,2.7241332122767856,2.854296175487843e-07,0.00031302439371115137,2.7980462420749912e-05,0.2922620360004817,57.13292046900621,970.8311213266165,0.00021669212166294997,27.393225637680484
150,0.2177039992197956,37.308076171132996,11.375547771676784,2.7241332122767856,2.854296175487843e-07,0.00031302439371115137,2.7980462420749912e-05,0.2922620360004817,57.13292046900621,970.8311213266165,0.00021669212166294997,27.393225637680484
160,0.2177039992197956,37.308076171132996,11.375547771676784,2.7241332122767856,2.854296175487843e-07,0.00031302439371115137,2.7980462420749912e-05,0.2922620360004817,57.13292046900621,970.8311213266165,0.00021669212166294997,27.393225637680484
170,0.2177039992197956,37.308076171132996,11.375547771676784,2.7241332122767856,2.854296175487843e-07,0.00031302439371115137,2.7980462420749912e-05,0.2922620360004817,57.13292046900621,970.8311213266165,0.00021669212166294997,27.393225637680484
180,0.21177538054965978,35.21680834203077,10.966000470332938,1.2495829161289236,2.8743234536628787e-07,0.00012261133362417585,2.818644303411752e-05,0.2921101994692195,44.57059304519281,1088.5208755382923,8.193496824126178e-05,14.86779740589927
190,0.21177538054965978,35.21680834203077,10.966000470332938,1.2495829161289236,2.8743234536628787e-07,0.00012261133362417585,2.818644303411752e-05,0.2921101994692195,44.57059304519281,1088.5208755382923,8.193496824126178e-05,14.86779740589927
200,0.21177538054965978,35.21680834203077,10.966000470332938,1.2495829161289236,2.8743234536628787e-07,0.00012261133362417585,2.818644303411752e-05,0.2921101994692195,44.57059304519281,1088.5208755382923,8.193496824126178e-05,14.86779740589927
210,0.21129916103694038,34.25559829972627,10.966000470332938,0.12840103656228546,2.8743234536628787e-07,6.8794696858406344e-06,2.7980462420749912e-05,0.2921101994692195,56.57398287734829,970.8311213266165,9.496866173929749e-05,5.295377136536617
220,0.21067862122605918,35.21680834203077,10.966000470332938,1.2466067564876637,2.8743234536628787e-07,0.00012261133362417585,2.818644303411752e-05,0.2903872317446252,44.57059304519281,1061.4503848273932,9.496866173929749e-05,11.147639404920685
230,0.20050657707254796,33.74399128038646,10.966000470332938,1.2466067564876637,2.8743234536628787e-07,0.00010572350378111923,2.809850661012543e-05,0.2921101994692195,41.216942149571345,1088.5208755382923,9.496866173929749e-05,13.49255290741956
240,0.19893360909602892,33.74399128038646,10.966000470332938,1.5585576848449452,2.8743234536628787e-07,0.00017333095085056348,2.809850661012543e-05,0.2921101994692195,44.57059304519281,1088.5208755382923,9.496866173929749e-05,13.49255290741956
250,0.19822238379325918,33.74399128038646,10.966000470332938,1.5585576848449452,2.8743234536628787e-07,0.000322833117844221,2.809850661012543e-05,0.2921101994692195,48.82439778682885,1061.4503848273932,9.496866173929749e-05,11.469427189300369
