Ua_suc_ref,Ua_dis_ref,Ua_amb,A_tot,A_dis,V_IC,alpha_loss,W_dot_loss_ref,alpha_fric_tot,m_dot_oil_ref,Ua_suc_oil_ref,f_ref,T_ref,m_dot_ref,m_dot_ref_definition,oil,refrigerant,model,error_sum_sq,n_train_rows,n_validation_rows,n_total_rows,n_train_operating_points,n_validation_operating_points,use_Tdis,Tdis_norm_K,seed,population,elite_frac,random_keep_prob,mutation_prob_param,generations,n_jobs,log_uniform_params,op_rows_csv,split_csv
33.74399128038646,10.966000470332938,1.5585576848449452,2.8743234536628787e-07,0.000322833117844221,2.809850661012543e-05,0.2921101994692195,48.82439778682885,1061.4503848273932,9.496866173929749e-05,11.469427189300369,50.0,273.15,0.01588806183458139,"rho_sat(T=273.15K,Q=1)*V_h_geo*f_ref",LPG100,PROPANE,oil_path,0.19822238379325918,40,21,61,40,21,True,50.0,1,80,0.2,0.1,0.3,250,20,"A_dis,A_tot,m_dot_oil_ref",results\split_template\operating_points_rows_2026-03-12_112331.csv,results\split_template\operating_points_split_template_2026-03-12_112331.csv
