Ua_suc_ref,Ua_dis_ref,Ua_amb,A_tot,A_dis,V_IC,alpha_loss,W_dot_loss_ref,alpha_fric_tot,m_dot_oil_ref,Ua_suc_oil_ref,f_ref,T_ref,m_dot_ref,m_dot_ref_definition,oil,refrigerant,model,error_sum_sq,n_train_rows,n_validation_rows,n_total_rows,n_train_operating_points,n_validation_operating_points,use_Tdis,Tdis_norm_K,seed,population,elite_frac,random_keep_prob,mutation_prob_param,generations,n_jobs,log_uniform_params,op_rows_csv,split_csv
30.80397579828685,11.369996599565916,2.5205940251346615,2.1438792170380857e-07,9.950334828195835e-05,2.821940382108485e-05,0.2789431724392347,50.45995681845807,878.3887568442351,0.00011471238746756604,16.251968674307484,50.0,273.15,0.01588806183458139,"rho_sat(T=273.15K,Q=1)*V_h_geo*f_ref",LPG68,PROPANE,oil_path,0.10308893017307874,40,21,61,40,21,True,50.0,1,40,0.2,0.1,0.3,100,20,"A_dis,A_tot,m_dot_oil_ref",results\split_template\operating_points_rows_2026-03-12_112331.csv,results\split_template\operating_points_split_template_2026-03-12_112331.csv
