Ua_suc_ref,Ua_dis_ref,Ua_amb,A_tot,A_dis,V_IC,alpha_loss,W_dot_loss_ref,f_ref,T_ref,m_dot_ref,m_dot_ref_definition,oil,refrigerant,model,error_sum_sq,n_train,n_points_total,use_Tdis,Tdis_norm_K,seed,population,elite_frac,random_keep_prob,mutation_prob_param,generations,n_jobs,log_uniform_params
40.66248700896355,5.9325845623993665,0.8797310030778324,1.30430081359312e-07,0.00036139439842952414,3.07e-05,0.13281551682476828,92.56033756048326,50.0,273.15,0.01588806183458139,"rho_sat(T=273.15K,Q=1)*V_h_geo*f_ref",LPG68,PROPANE,original,0.019747829203207383,10,61,True,50.0,1,40,0.2,0.1,0.2,100,20,"A_tot,A_dis"
