gen,best_err_so_far,Ua_suc_ref,Ua_dis_ref,Ua_amb,A_tot,A_dis,V_IC,alpha_loss,W_dot_loss_ref
10,0.10381742774987196,12.629039898255225,11.386107704093428,1.5148484128733684,1.657411899911911e-08,0.00034639328035309194,2.955975292543437e-05,0.22800211166353532,99.6604705462951
20,0.09581987386048506,11.010523051738835,11.86248266652024,0.8035093465368901,1.111854742721335e-08,9.97441311140323e-05,2.998586007481507e-05,0.22800211166353532,93.83044179966737
30,0.08656548534553704,9.680585290863991,11.386107704093428,1.5148484128733684,1.657411899911911e-08,0.00027878496684421875,2.955975292543437e-05,0.22800211166353532,99.6604705462951
40,0.08219730513978601,11.010523051738835,11.386107704093428,1.4408668046478197,7.082570398068876e-09,4.9906479907377394e-05,2.9827627728200458e-05,0.21769641090816227,99.2805598233005
50,0.08219730513978601,11.010523051738835,11.386107704093428,1.4408668046478197,7.082570398068876e-09,4.9906479907377394e-05,2.9827627728200458e-05,0.21769641090816227,99.2805598233005
60,0.08219730513978601,11.010523051738835,11.386107704093428,1.4408668046478197,7.082570398068876e-09,4.9906479907377394e-05,2.9827627728200458e-05,0.21769641090816227,99.2805598233005
70,0.08219730513978601,11.010523051738835,11.386107704093428,1.4408668046478197,7.082570398068876e-09,4.9906479907377394e-05,2.9827627728200458e-05,0.21769641090816227,99.2805598233005
80,0.08219730513978601,11.010523051738835,11.386107704093428,1.4408668046478197,7.082570398068876e-09,4.9906479907377394e-05,2.9827627728200458e-05,0.21769641090816227,99.2805598233005
90,0.08157876458603175,11.010523051738835,10.50905798496438,1.5380385837652233,8.410003510236034e-09,2.9799308852985007e-05,2.9827627728200458e-05,0.21769641090816227,96.19129975056418
100,0.08157876458603175,11.010523051738835,10.50905798496438,1.5380385837652233,8.410003510236034e-09,2.9799308852985007e-05,2.9827627728200458e-05,0.21769641090816227,96.19129975056418
110,0.07834856800067282,11.010523051738835,11.386107704093428,1.4408668046478197,7.082570398068876e-09,2.448313802970195e-05,2.9827627728200458e-05,0.21718907305016816,101.16882848070324
120,0.07834856800067282,11.010523051738835,11.386107704093428,1.4408668046478197,7.082570398068876e-09,2.448313802970195e-05,2.9827627728200458e-05,0.21718907305016816,101.16882848070324
130,0.07834856800067282,11.010523051738835,11.386107704093428,1.4408668046478197,7.082570398068876e-09,2.448313802970195e-05,2.9827627728200458e-05,0.21718907305016816,101.16882848070324
140,0.07834856800067282,11.010523051738835,11.386107704093428,1.4408668046478197,7.082570398068876e-09,2.448313802970195e-05,2.9827627728200458e-05,0.21718907305016816,101.16882848070324
150,0.07265645967045174,11.010523051738835,11.386107704093428,1.5148484128733684,8.410003510236034e-09,4.201442857087008e-05,2.9827627728200458e-05,0.21769641090816227,99.2805598233005
160,0.07265645967045174,11.010523051738835,11.386107704093428,1.5148484128733684,8.410003510236034e-09,4.201442857087008e-05,2.9827627728200458e-05,0.21769641090816227,99.2805598233005
170,0.07265645967045174,11.010523051738835,11.386107704093428,1.5148484128733684,8.410003510236034e-09,4.201442857087008e-05,2.9827627728200458e-05,0.21769641090816227,99.2805598233005
180,0.07265645967045174,11.010523051738835,11.386107704093428,1.5148484128733684,8.410003510236034e-09,4.201442857087008e-05,2.9827627728200458e-05,0.21769641090816227,99.2805598233005
190,0.07265645967045174,11.010523051738835,11.386107704093428,1.5148484128733684,8.410003510236034e-09,4.201442857087008e-05,2.9827627728200458e-05,0.21769641090816227,99.2805598233005
200,0.07265645967045174,11.010523051738835,11.386107704093428,1.5148484128733684,8.410003510236034e-09,4.201442857087008e-05,2.9827627728200458e-05,0.21769641090816227,99.2805598233005
210,0.07265645967045174,11.010523051738835,11.386107704093428,1.5148484128733684,8.410003510236034e-09,4.201442857087008e-05,2.9827627728200458e-05,0.21769641090816227,99.2805598233005
220,0.07265645967045174,11.010523051738835,11.386107704093428,1.5148484128733684,8.410003510236034e-09,4.201442857087008e-05,2.9827627728200458e-05,0.21769641090816227,99.2805598233005
230,0.07265645967045174,11.010523051738835,11.386107704093428,1.5148484128733684,8.410003510236034e-09,4.201442857087008e-05,2.9827627728200458e-05,0.21769641090816227,99.2805598233005
240,0.07265645967045174,11.010523051738835,11.386107704093428,1.5148484128733684,8.410003510236034e-09,4.201442857087008e-05,2.9827627728200458e-05,0.21769641090816227,99.2805598233005
250,0.07265645967045174,11.010523051738835,11.386107704093428,1.5148484128733684,8.410003510236034e-09,4.201442857087008e-05,2.9827627728200458e-05,0.21769641090816227,99.2805598233005
