Ua_suc_ref,Ua_dis_ref,Ua_amb,A_tot,A_dis,V_IC,alpha_loss,W_dot_loss_ref,f_ref,T_ref,m_dot_ref,m_dot_ref_definition,oil,refrigerant,model,error_sum_sq,n_train,n_points_total,use_Tdis,Tdis_norm_K,seed,population,elite_frac,random_keep_prob,mutation_prob_param,generations,n_jobs,log_uniform_params
29.468082944280706,5.4526621649157,2.0832476634113033,1.3811816192862085e-07,0.0004038832958249012,3.07e-05,0.16,96.20546123985024,50.0,273.15,0.01588806183458139,"rho_sat(T=273.15K,Q=1)*V_h_geo*f_ref",LPG68,PROPANE,original,0.0743334501030815,40,61,True,50.0,1,60,0.2,0.1,0.3,200,30,"A_tot,A_dis"
