Ua_suc_ref,Ua_dis_ref,Ua_amb,A_tot,A_dis,V_IC,alpha_loss,W_dot_loss_ref,f_ref,T_ref,m_dot_ref,m_dot_ref_definition,oil,refrigerant,model,error_sum_sq,n_train,n_points_total,use_Tdis,Tdis_norm_K,seed,population,elite_frac,random_keep_prob,mutation_prob_param,generations,n_jobs,log_uniform_params
44.25950932458946,6.532051202499894,2.4093039790148585,9.052404814093405e-09,5.5251716611694325e-05,2.9820810115450176e-05,0.22377601053305324,59.029743724639786,50.0,273.15,0.01588806183458139,"rho_sat(T=273.15K,Q=1)*V_h_geo*f_ref",LPG68,PROPANE,original,0.017419491039786864,10,61,True,50.0,1,40,0.2,0.1,0.2,100,20,"A_tot,A_dis"
