Ua_suc_ref,Ua_dis_ref,Ua_amb,A_tot,A_dis,V_IC,alpha_loss,W_dot_loss_ref,f_ref,T_ref,m_dot_ref,m_dot_ref_definition,oil,refrigerant,model,error_sum_sq,n_train,n_points_total,use_Tdis,Tdis_norm_K,seed,population,elite_frac,random_keep_prob,mutation_prob_param,generations,n_jobs,log_uniform_params
49.17434081434328,6.131182837148065,0.8178670551279509,2.683851440842996e-08,0.0002397719651992572,3.0083874155855337e-05,0.17978263010329748,87.67604590529469,50.0,273.15,0.01588806183458139,"rho_sat(T=273.15K,Q=1)*V_h_geo*f_ref",LPG68,PROPANE,original,0.015660261499637437,10,61,True,50.0,1,60,0.2,0.1,0.3,100,20,"A_tot,A_dis"
