Ua_suc_ref,Ua_dis_ref,Ua_amb,A_tot,A_dis,V_IC,alpha_loss,W_dot_loss_ref,f_ref,T_ref,m_dot_ref,m_dot_ref_definition,oil,refrigerant,model,error_sum_sq,n_train_rows,n_validation_rows,n_total_rows,n_train_operating_points,n_validation_operating_points,use_Tdis,Tdis_norm_K,seed,population,elite_frac,random_keep_prob,mutation_prob_param,generations,n_jobs,log_uniform_params,op_rows_csv,split_csv
11.010523051738835,11.386107704093428,1.5148484128733684,8.410003510236034e-09,4.201442857087008e-05,2.9827627728200458e-05,0.21769641090816227,99.2805598233005,50.0,273.15,0.01588806183458139,"rho_sat(T=273.15K,Q=1)*V_h_geo*f_ref",LPG100,PROPANE,original,0.07265645967045174,40,21,61,40,21,True,50.0,1,80,0.2,0.1,0.3,250,20,"A_dis,A_tot,m_dot_oil_ref",results\split_template\operating_points_rows_2026-03-12_112331.csv,results\split_template\operating_points_split_template_2026-03-12_112331.csv
