gen,best_err_so_far,Ua_suc_ref,Ua_dis_ref,Ua_amb,A_tot,A_dis,V_IC,alpha_loss,W_dot_loss_ref
10,0.10250799391478563,46.06968262142882,4.849884080124296,0.8648689723605129,1.8155034709741736e-07,0.0002900460582320006,3.07e-05,0.16,96.20546123985024
20,0.09565074047015504,46.06968262142882,4.849884080124296,0.8648689723605129,1.3811816192862085e-07,0.0002900460582320006,3.07e-05,0.16,96.20546123985024
30,0.09380396605811779,46.06968262142882,4.849884080124296,0.8648689723605129,8.534133647627616e-08,0.0002900460582320006,3.07e-05,0.16,96.20546123985024
40,0.09182434017378018,51.925497127298314,4.849884080124296,2.695404082231766,1.3811816192862085e-07,0.00037442671753283954,3.07e-05,0.16,96.21234271977625
50,0.08390775894814913,29.468082944280706,5.165067557026088,0.8288399581208998,1.3811816192862085e-07,0.00037442671753283954,3.07e-05,0.16,96.20546123985024
60,0.0788764590840962,31.134329781358815,5.054991146014367,2.695404082231766,1.3811816192862085e-07,0.00043521750673574246,3.07e-05,0.16,96.21234271977625
70,0.0743334501030815,29.468082944280706,5.4526621649157,2.0832476634113033,1.3811816192862085e-07,0.0004038832958249012,3.07e-05,0.16,96.20546123985024
80,0.0743334501030815,29.468082944280706,5.4526621649157,2.0832476634113033,1.3811816192862085e-07,0.0004038832958249012,3.07e-05,0.16,96.20546123985024
90,0.0743334501030815,29.468082944280706,5.4526621649157,2.0832476634113033,1.3811816192862085e-07,0.0004038832958249012,3.07e-05,0.16,96.20546123985024
100,0.0743334501030815,29.468082944280706,5.4526621649157,2.0832476634113033,1.3811816192862085e-07,0.0004038832958249012,3.07e-05,0.16,96.20546123985024
110,0.0743334501030815,29.468082944280706,5.4526621649157,2.0832476634113033,1.3811816192862085e-07,0.0004038832958249012,3.07e-05,0.16,96.20546123985024
120,0.0743334501030815,29.468082944280706,5.4526621649157,2.0832476634113033,1.3811816192862085e-07,0.0004038832958249012,3.07e-05,0.16,96.20546123985024
130,0.0743334501030815,29.468082944280706,5.4526621649157,2.0832476634113033,1.3811816192862085e-07,0.0004038832958249012,3.07e-05,0.16,96.20546123985024
140,0.0743334501030815,29.468082944280706,5.4526621649157,2.0832476634113033,1.3811816192862085e-07,0.0004038832958249012,3.07e-05,0.16,96.20546123985024
150,0.0743334501030815,29.468082944280706,5.4526621649157,2.0832476634113033,1.3811816192862085e-07,0.0004038832958249012,3.07e-05,0.16,96.20546123985024
160,0.0743334501030815,29.468082944280706,5.4526621649157,2.0832476634113033,1.3811816192862085e-07,0.0004038832958249012,3.07e-05,0.16,96.20546123985024
170,0.0743334501030815,29.468082944280706,5.4526621649157,2.0832476634113033,1.3811816192862085e-07,0.0004038832958249012,3.07e-05,0.16,96.20546123985024
180,0.0743334501030815,29.468082944280706,5.4526621649157,2.0832476634113033,1.3811816192862085e-07,0.0004038832958249012,3.07e-05,0.16,96.20546123985024
190,0.0743334501030815,29.468082944280706,5.4526621649157,2.0832476634113033,1.3811816192862085e-07,0.0004038832958249012,3.07e-05,0.16,96.20546123985024
200,0.0743334501030815,29.468082944280706,5.4526621649157,2.0832476634113033,1.3811816192862085e-07,0.0004038832958249012,3.07e-05,0.16,96.20546123985024
