param,p_base,p_plus,p_minus,g_base,g_plus,g_minus,g_plus_norm,g_minus_norm
Ua_suc_ref,16.049960857805193,17.654956943585713,14.444964772024674,0.00458426569661337,0.004641526461714441,0.0047268272122253695,1.0124907169196962,1.0310980045762437
Ua_dis_ref,13.95997659631916,15.355974255951077,12.563978936687244,0.00458426569661337,0.00461261211948923,0.004527972314413863,1.006183416222319,0.9877203055134667
Ua_amb,0.3600019216845608,0.3960021138530169,0.32400172951610473,0.00458426569661337,0.004580013498649375,0.004583203614762198,0.9990724364063069,0.9997683201800548
A_tot,8.510994227636072e-09,9.36209365039968e-09,7.659894804872464e-09,0.00458426569661337,0.004577821106634452,0.004793308438270665,0.9985941936167272,1.0456000492754436
A_dis,4.984796593356619e-08,5.483276252692281e-08,4.4863169340209566e-08,0.00458426569661337,0.004579732375706033,0.0045756727605593215,0.9990111129660991,0.9981255588958562
V_IC,2.8604014178432848e-05,3.146441559627613e-05,2.5743612760589564e-05,0.00458426569661337,0.0016965129539073546,0.023953600011860348,0.3700729988579534,5.225177072427562
alpha_loss,0.15999616221491,0.17599577843640102,0.14399654599341902,0.00458426569661337,0.0037605607440646016,0.005524765993885877,0.8203191073420372,1.205158330584395
W_dot_loss_ref,82.99955282849608,91.29950811134569,74.69959754564647,0.00458426569661337,0.0041061372439926,0.005496525696388945,0.8957022816164456,1.19899806428094
