Ua_suc_ref,Ua_dis_ref,Ua_amb,A_tot,A_dis,V_IC,alpha_loss,W_dot_loss_ref,alpha_fric_tot,f_ref,T_ref,m_dot_ref,m_dot_ref_definition,oil,refrigerant,model,error_sum_sq,n_train_rows,n_validation_rows,n_total_rows,n_train_operating_points,n_validation_operating_points,use_Tdis,Tdis_norm_K,seed,population,elite_frac,random_keep_prob,mutation_prob_param,generations,n_jobs,log_uniform_params,op_rows_csv,split_csv
41.777085746103516,4.953396514229144,2.9746894434047166,4.0344543070656056e-09,7.644064514776362e-06,2.988389925556492e-05,0.2261000807664932,53.118393183583095,785.830610761288,50.0,273.15,0.01588806183458139,"rho_sat(T=273.15K,Q=1)*V_h_geo*f_ref",LPG100,PROPANE,modified,0.07027530181250106,40,21,61,40,21,True,50.0,1,80,0.2,0.1,0.3,250,40,"A_dis,A_tot",results\split_template\operating_points_rows_2026-03-12_112331.csv,results\split_template\operating_points_split_template_2026-03-12_112331.csv
